classifier,model1,model2,image_size,n_component,accuracy,precision,recall,f1_score,balanced_accuracy,balanced_precision_PPV,balanced_recall_TPR,Bal_F1,TNR,NPV,FPR,FNR,FDR,Overall_Acc
RF,Xception,VGG16,128,50,0.807,0.82,0.807,0.809,0.6829999999999999,0.654,0.6829999999999999,0.6679999999999999,0.98,0.978,0.02,0.317,0.34600000000000003,0.9740000000000001
RF,ResNet101V2,DenseNet169,128,50,0.807,0.82,0.807,0.809,0.688,0.6729999999999999,0.688,0.68,0.98,0.978,0.02,0.312,0.327,0.9740000000000001
RF,ResNet152V2,DenseNet121,256,50,0.8059999999999999,0.825,0.8059999999999999,0.81,0.7040000000000001,0.701,0.7040000000000001,0.7020000000000001,0.98,0.978,0.02,0.29600000000000004,0.299,0.9740000000000001
RF,Xception,VGG19,256,500,0.8059999999999999,0.815,0.8059999999999999,0.804,0.6679999999999999,0.721,0.6679999999999999,0.693,0.977,0.978,0.023,0.332,0.27899999999999997,0.9740000000000001
RF,ResNet50V2,DenseNet169,128,50,0.805,0.821,0.805,0.8079999999999999,0.711,0.655,0.711,0.682,0.98,0.978,0.02,0.289,0.345,0.9740000000000001
RF,MobileNetV2,DenseNet201,128,500,0.805,0.821,0.805,0.8079999999999999,0.682,0.6990000000000001,0.682,0.69,0.9790000000000001,0.978,0.021,0.318,0.301,0.9740000000000001
RF,ResNet50V2,ResNet152V2,256,500,0.805,0.8190000000000001,0.805,0.8009999999999999,0.659,0.7659999999999999,0.659,0.708,0.975,0.977,0.025,0.341,0.23399999999999999,0.9740000000000001
RF,ResNet152V2,MobileNet,128,50,0.804,0.8220000000000001,0.804,0.8079999999999999,0.684,0.6459999999999999,0.684,0.664,0.98,0.978,0.02,0.316,0.354,0.9740000000000001
RF,DenseNet121,DenseNet201,256,500,0.8029999999999999,0.8270000000000001,0.8029999999999999,0.8079999999999999,0.72,0.7040000000000001,0.72,0.7120000000000001,0.98,0.977,0.02,0.28,0.29600000000000004,0.9740000000000001
RF,ResNet50V2,MobileNetV2,128,50,0.8029999999999999,0.823,0.8029999999999999,0.807,0.711,0.6609999999999999,0.711,0.685,0.98,0.977,0.02,0.289,0.33899999999999997,0.9740000000000001
RF,InceptionV3,MobileNetV2,128,50,0.8029999999999999,0.815,0.8029999999999999,0.804,0.687,0.6779999999999999,0.687,0.682,0.9790000000000001,0.978,0.021,0.313,0.322,0.9740000000000001
RF,MobileNet,DenseNet121,128,500,0.8029999999999999,0.815,0.8029999999999999,0.804,0.6679999999999999,0.6859999999999999,0.6679999999999999,0.677,0.9790000000000001,0.978,0.021,0.332,0.314,0.9740000000000001
RF,Xception,ResNet152V2,128,100,0.8029999999999999,0.8140000000000001,0.8029999999999999,0.8029999999999999,0.6579999999999999,0.6659999999999999,0.6579999999999999,0.662,0.9790000000000001,0.978,0.021,0.342,0.33399999999999996,0.9740000000000001
RF,ResNet50V2,MobileNetV2,256,50,0.802,0.8420000000000001,0.802,0.813,0.713,0.705,0.713,0.7090000000000001,0.982,0.977,0.018000000000000002,0.287,0.295,0.9740000000000001
RF,ResNet101V2,MobileNetV2,128,50,0.802,0.823,0.802,0.807,0.687,0.654,0.687,0.67,0.981,0.978,0.019,0.313,0.34600000000000003,0.9740000000000001
RF,Xception,ResNet101V2,256,50,0.802,0.825,0.802,0.807,0.69,0.6709999999999999,0.69,0.68,0.98,0.977,0.02,0.31,0.32899999999999996,0.9740000000000001
RF,Xception,ResNet50V2,128,100,0.802,0.8140000000000001,0.802,0.804,0.6759999999999999,0.662,0.6759999999999999,0.669,0.9790000000000001,0.978,0.021,0.324,0.33799999999999997,0.9740000000000001
RF,Xception,ResNet101V2,128,100,0.802,0.816,0.802,0.8029999999999999,0.652,0.672,0.652,0.662,0.9790000000000001,0.978,0.021,0.348,0.32799999999999996,0.9740000000000001
RF,VGG19,ResNet152V2,128,500,0.802,0.809,0.802,0.8,0.6579999999999999,0.716,0.6579999999999999,0.6859999999999999,0.977,0.978,0.023,0.342,0.284,0.9740000000000001
RF,VGG16,ResNet101V2,128,500,0.802,0.809,0.802,0.799,0.649,0.7070000000000001,0.649,0.677,0.976,0.978,0.024,0.35100000000000003,0.293,0.9740000000000001
RF,VGG16,ResNet152V2,128,50,0.8009999999999999,0.828,0.8009999999999999,0.8079999999999999,0.701,0.669,0.701,0.685,0.981,0.978,0.019,0.299,0.331,0.973
RF,ResNet152V2,InceptionV3,256,50,0.8009999999999999,0.826,0.8009999999999999,0.807,0.691,0.708,0.691,0.6990000000000001,0.9790000000000001,0.977,0.021,0.309,0.292,0.973
RF,VGG16,VGG19,256,500,0.8,0.8320000000000001,0.8,0.807,0.7070000000000001,0.687,0.7070000000000001,0.6970000000000001,0.981,0.977,0.019,0.293,0.313,0.973
RF,ResNet50V2,MobileNet,256,50,0.799,0.835,0.799,0.807,0.698,0.727,0.698,0.7120000000000001,0.9790000000000001,0.977,0.021,0.302,0.273,0.973
RF,DenseNet169,DenseNet201,256,500,0.799,0.831,0.799,0.8059999999999999,0.7120000000000001,0.708,0.7120000000000001,0.71,0.98,0.976,0.02,0.28800000000000003,0.292,0.973
RF,InceptionV3,MobileNet,128,50,0.799,0.82,0.799,0.8029999999999999,0.6779999999999999,0.664,0.6779999999999999,0.6709999999999999,0.9790000000000001,0.978,0.021,0.322,0.336,0.973
RF,InceptionV3,DenseNet201,128,50,0.799,0.81,0.799,0.8009999999999999,0.6859999999999999,0.6409999999999999,0.6859999999999999,0.6629999999999999,0.9790000000000001,0.977,0.021,0.314,0.359,0.973
RF,ResNet101V2,ResNet152V2,128,100,0.7979999999999999,0.818,0.7979999999999999,0.8009999999999999,0.66,0.6579999999999999,0.66,0.659,0.9790000000000001,0.978,0.021,0.34,0.342,0.973
RF,ResNet50V2,ResNet101V2,128,100,0.7979999999999999,0.813,0.7979999999999999,0.799,0.6659999999999999,0.6890000000000001,0.6659999999999999,0.677,0.978,0.977,0.022000000000000002,0.33399999999999996,0.311,0.973
RF,InceptionV3,DenseNet121,128,100,0.7979999999999999,0.8079999999999999,0.7979999999999999,0.7979999999999999,0.675,0.6759999999999999,0.675,0.675,0.977,0.977,0.023,0.325,0.324,0.973
RF,ResNet50V2,InceptionV3,256,50,0.797,0.821,0.797,0.8009999999999999,0.6940000000000001,0.6890000000000001,0.6940000000000001,0.691,0.9790000000000001,0.976,0.021,0.306,0.311,0.973
RF,ResNet152V2,DenseNet201,128,50,0.797,0.8140000000000001,0.797,0.8,0.7,0.6509999999999999,0.7,0.675,0.9790000000000001,0.976,0.021,0.3,0.349,0.973
RF,ResNet101V2,DenseNet121,128,50,0.797,0.8109999999999999,0.797,0.799,0.682,0.664,0.682,0.6729999999999999,0.9790000000000001,0.977,0.021,0.318,0.336,0.973
RF,InceptionV3,DenseNet169,128,100,0.797,0.8079999999999999,0.797,0.7979999999999999,0.6709999999999999,0.669,0.6709999999999999,0.67,0.977,0.977,0.023,0.32899999999999996,0.331,0.973
RF,VGG16,InceptionV3,128,500,0.797,0.804,0.797,0.794,0.6409999999999999,0.7120000000000001,0.6409999999999999,0.675,0.976,0.977,0.024,0.359,0.28800000000000003,0.973
RF,ResNet101V2,MobileNetV2,256,50,0.7959999999999999,0.826,0.7959999999999999,0.804,0.701,0.679,0.701,0.69,0.98,0.977,0.02,0.299,0.321,0.973
RF,InceptionV3,MobileNetV2,256,50,0.795,0.8220000000000001,0.795,0.8009999999999999,0.6859999999999999,0.6829999999999999,0.6859999999999999,0.684,0.9790000000000001,0.976,0.021,0.314,0.317,0.973
RF,MobileNet,DenseNet169,128,500,0.795,0.818,0.795,0.8,0.706,0.6920000000000001,0.706,0.6990000000000001,0.9790000000000001,0.976,0.021,0.294,0.308,0.973
RF,ResNet101V2,InceptionV3,256,50,0.794,0.821,0.794,0.8,0.69,0.679,0.69,0.684,0.9790000000000001,0.976,0.021,0.31,0.321,0.973
RF,Xception,DenseNet169,128,50,0.794,0.807,0.794,0.7959999999999999,0.674,0.634,0.674,0.653,0.9790000000000001,0.977,0.021,0.326,0.366,0.972
RF,VGG19,ResNet152V2,128,50,0.7929999999999999,0.82,0.7929999999999999,0.8,0.696,0.6609999999999999,0.696,0.6779999999999999,0.98,0.976,0.02,0.304,0.33899999999999997,0.972
RF,ResNet101V2,ResNet152V2,256,50,0.7929999999999999,0.8140000000000001,0.7929999999999999,0.797,0.688,0.6859999999999999,0.688,0.687,0.977,0.976,0.023,0.312,0.314,0.972
RF,ResNet152V2,InceptionV3,128,100,0.7929999999999999,0.804,0.7929999999999999,0.7909999999999999,0.633,0.675,0.633,0.653,0.976,0.977,0.024,0.36700000000000005,0.325,0.972
RF,ResNet50V2,ResNet152V2,128,100,0.792,0.8140000000000001,0.792,0.7959999999999999,0.68,0.662,0.68,0.6709999999999999,0.978,0.976,0.022000000000000002,0.32,0.33799999999999997,0.972
RF,ResNet101V2,DenseNet201,128,50,0.792,0.81,0.792,0.795,0.691,0.64,0.691,0.665,0.9790000000000001,0.976,0.021,0.309,0.36,0.972
RF,ResNet50V2,InceptionV3,128,100,0.792,0.8029999999999999,0.792,0.792,0.66,0.6679999999999999,0.66,0.664,0.976,0.976,0.024,0.34,0.332,0.972
RF,Xception,ResNet101V2,128,50,0.7909999999999999,0.813,0.7909999999999999,0.7959999999999999,0.677,0.631,0.677,0.653,0.98,0.977,0.02,0.32299999999999995,0.369,0.972
RF,Xception,DenseNet121,128,50,0.79,0.8079999999999999,0.79,0.794,0.687,0.6459999999999999,0.687,0.6659999999999999,0.9790000000000001,0.976,0.021,0.313,0.354,0.972
RF,ResNet152V2,DenseNet121,128,50,0.79,0.807,0.79,0.794,0.684,0.643,0.684,0.6629999999999999,0.978,0.976,0.022000000000000002,0.316,0.35700000000000004,0.972
RF,ResNet50V2,MobileNetV2,128,500,0.789,0.809,0.789,0.7909999999999999,0.674,0.695,0.674,0.684,0.977,0.976,0.023,0.326,0.305,0.972
RF,ResNet101V2,InceptionV3,128,100,0.789,0.805,0.789,0.7909999999999999,0.6459999999999999,0.69,0.6459999999999999,0.667,0.977,0.976,0.023,0.354,0.31,0.972
RF,DenseNet121,DenseNet201,128,500,0.789,0.8059999999999999,0.789,0.7909999999999999,0.6629999999999999,0.701,0.6629999999999999,0.6809999999999999,0.977,0.976,0.023,0.337,0.299,0.972
RF,ResNet152V2,MobileNetV2,128,500,0.789,0.8059999999999999,0.789,0.7879999999999999,0.635,0.688,0.635,0.66,0.977,0.976,0.023,0.365,0.312,0.972
RF,Xception,InceptionV3,256,500,0.789,0.795,0.789,0.784,0.635,0.706,0.635,0.669,0.973,0.976,0.027000000000000003,0.365,0.294,0.972
RF,ResNet152V2,MobileNetV2,128,50,0.7879999999999999,0.816,0.7879999999999999,0.795,0.6920000000000001,0.6579999999999999,0.6920000000000001,0.675,0.9790000000000001,0.976,0.021,0.308,0.342,0.972
RF,Xception,MobileNet,128,500,0.787,0.8009999999999999,0.787,0.7879999999999999,0.655,0.6859999999999999,0.655,0.67,0.976,0.976,0.024,0.345,0.314,0.972
RF,Xception,InceptionV3,128,100,0.787,0.795,0.787,0.785,0.635,0.6609999999999999,0.635,0.648,0.976,0.976,0.024,0.365,0.33899999999999997,0.972
RF,ResNet50V2,ResNet101V2,256,50,0.7859999999999999,0.8220000000000001,0.7859999999999999,0.795,0.693,0.6609999999999999,0.693,0.677,0.9790000000000001,0.975,0.021,0.307,0.33899999999999997,0.971
RF,Xception,InceptionV3,256,50,0.7859999999999999,0.8059999999999999,0.7859999999999999,0.789,0.667,0.659,0.667,0.6629999999999999,0.977,0.975,0.023,0.33299999999999996,0.341,0.971
RF,DenseNet121,DenseNet169,128,500,0.7859999999999999,0.804,0.7859999999999999,0.7879999999999999,0.654,0.6729999999999999,0.654,0.6629999999999999,0.977,0.976,0.023,0.34600000000000003,0.327,0.971
RF,VGG19,InceptionV3,128,500,0.7859999999999999,0.7959999999999999,0.7859999999999999,0.7859999999999999,0.642,0.675,0.642,0.6579999999999999,0.976,0.975,0.024,0.358,0.325,0.971
RF,ResNet50V2,DenseNet121,128,500,0.7859999999999999,0.8,0.7859999999999999,0.7859999999999999,0.65,0.6970000000000001,0.65,0.6729999999999999,0.976,0.975,0.024,0.35,0.303,0.971
RF,DenseNet169,DenseNet201,128,500,0.785,0.8079999999999999,0.785,0.7879999999999999,0.667,0.669,0.667,0.6679999999999999,0.978,0.976,0.022000000000000002,0.33299999999999996,0.331,0.971
RF,ResNet50V2,MobileNet,128,500,0.785,0.8029999999999999,0.785,0.787,0.6729999999999999,0.655,0.6729999999999999,0.664,0.977,0.975,0.023,0.327,0.345,0.971
RF,ResNet101V2,MobileNetV2,128,500,0.784,0.804,0.784,0.7859999999999999,0.657,0.6890000000000001,0.657,0.6729999999999999,0.977,0.975,0.023,0.34299999999999997,0.311,0.971
RF,ResNet50V2,ResNet101V2,128,50,0.7829999999999999,0.8079999999999999,0.7829999999999999,0.7879999999999999,0.667,0.639,0.667,0.653,0.978,0.976,0.022000000000000002,0.33299999999999996,0.361,0.971
RF,Xception,ResNet50V2,128,50,0.7829999999999999,0.802,0.7829999999999999,0.787,0.6679999999999999,0.61,0.6679999999999999,0.638,0.9790000000000001,0.976,0.021,0.332,0.39,0.971
RF,ResNet152V2,MobileNet,128,500,0.7829999999999999,0.805,0.7829999999999999,0.7859999999999999,0.654,0.6920000000000001,0.654,0.672,0.976,0.975,0.024,0.34600000000000003,0.308,0.971
RF,InceptionV3,DenseNet121,128,50,0.7829999999999999,0.7959999999999999,0.7829999999999999,0.785,0.667,0.63,0.667,0.648,0.977,0.975,0.023,0.33299999999999996,0.37,0.971
RF,ResNet50V2,ResNet152V2,256,50,0.782,0.813,0.782,0.789,0.684,0.695,0.684,0.6890000000000001,0.977,0.9740000000000001,0.023,0.316,0.305,0.971
RF,MobileNetV2,DenseNet169,128,500,0.782,0.802,0.782,0.785,0.68,0.682,0.68,0.6809999999999999,0.977,0.975,0.023,0.32,0.318,0.971
RF,Xception,ResNet50V2,128,500,0.782,0.7979999999999999,0.782,0.7829999999999999,0.636,0.677,0.636,0.6559999999999999,0.976,0.975,0.024,0.364,0.32299999999999995,0.971
RF,InceptionV3,DenseNet169,128,50,0.78,0.799,0.78,0.785,0.6779999999999999,0.622,0.6779999999999999,0.649,0.978,0.975,0.022000000000000002,0.322,0.37799999999999995,0.971
RF,MobileNetV2,DenseNet121,128,500,0.78,0.7979999999999999,0.78,0.7829999999999999,0.659,0.685,0.659,0.672,0.976,0.9740000000000001,0.024,0.341,0.315,0.971
RF,ResNet101V2,DenseNet169,128,500,0.78,0.794,0.78,0.7809999999999999,0.64,0.6759999999999999,0.64,0.6579999999999999,0.976,0.975,0.024,0.36,0.324,0.971
RF,ResNet101V2,DenseNet121,128,500,0.779,0.797,0.779,0.78,0.6459999999999999,0.687,0.6459999999999999,0.6659999999999999,0.975,0.9740000000000001,0.025,0.354,0.313,0.971
RF,Xception,VGG16,128,500,0.779,0.7929999999999999,0.779,0.779,0.638,0.672,0.638,0.655,0.975,0.9740000000000001,0.025,0.36200000000000004,0.32799999999999996,0.971
RF,ResNet152V2,DenseNet121,128,500,0.778,0.792,0.778,0.779,0.636,0.696,0.636,0.665,0.975,0.975,0.025,0.364,0.304,0.97
RF,Xception,MobileNetV2,128,500,0.778,0.787,0.778,0.777,0.638,0.6559999999999999,0.638,0.647,0.975,0.975,0.025,0.36200000000000004,0.344,0.97
RF,Xception,VGG19,128,500,0.777,0.792,0.777,0.777,0.637,0.6729999999999999,0.637,0.655,0.975,0.9740000000000001,0.025,0.363,0.327,0.97
RF,Xception,ResNet152V2,128,50,0.7759999999999999,0.804,0.7759999999999999,0.782,0.645,0.605,0.645,0.624,0.978,0.975,0.022000000000000002,0.355,0.395,0.97
RF,ResNet152V2,InceptionV3,128,50,0.774,0.8,0.774,0.78,0.655,0.623,0.655,0.639,0.978,0.975,0.022000000000000002,0.345,0.377,0.97
RF,ResNet50V2,DenseNet169,128,500,0.772,0.7959999999999999,0.772,0.7759999999999999,0.653,0.667,0.653,0.66,0.976,0.9740000000000001,0.024,0.34700000000000003,0.33299999999999996,0.97
RF,ResNet50V2,InceptionV3,128,50,0.7709999999999999,0.799,0.7709999999999999,0.778,0.664,0.614,0.664,0.638,0.977,0.9740000000000001,0.023,0.336,0.386,0.97
RF,ResNet101V2,InceptionV3,128,50,0.7709999999999999,0.7959999999999999,0.7709999999999999,0.777,0.66,0.62,0.66,0.639,0.977,0.9740000000000001,0.023,0.34,0.38,0.97
RF,Xception,ResNet101V2,128,500,0.7709999999999999,0.785,0.7709999999999999,0.7709999999999999,0.607,0.66,0.607,0.632,0.9740000000000001,0.9740000000000001,0.026000000000000002,0.39299999999999996,0.34,0.9690000000000001
RF,ResNet50V2,DenseNet201,128,500,0.768,0.7959999999999999,0.768,0.773,0.6759999999999999,0.659,0.6759999999999999,0.667,0.976,0.973,0.024,0.324,0.341,0.9690000000000001
RF,ResNet101V2,ResNet152V2,128,50,0.767,0.802,0.767,0.778,0.6579999999999999,0.61,0.6579999999999999,0.633,0.978,0.9740000000000001,0.022000000000000002,0.342,0.39,0.9690000000000001
RF,Xception,ResNet152V2,128,500,0.767,0.7809999999999999,0.767,0.7659999999999999,0.605,0.6609999999999999,0.605,0.632,0.9740000000000001,0.9740000000000001,0.026000000000000002,0.395,0.33899999999999997,0.9690000000000001
RF,InceptionV3,MobileNet,128,500,0.767,0.784,0.767,0.7659999999999999,0.617,0.67,0.617,0.642,0.9740000000000001,0.973,0.026000000000000002,0.38299999999999995,0.33,0.9690000000000001
RF,ResNet152V2,DenseNet169,128,500,0.765,0.792,0.765,0.7709999999999999,0.648,0.6779999999999999,0.648,0.6629999999999999,0.975,0.973,0.025,0.35200000000000004,0.322,0.9690000000000001
RF,ResNet50V2,ResNet152V2,128,50,0.763,0.802,0.763,0.772,0.6709999999999999,0.613,0.6709999999999999,0.6409999999999999,0.977,0.973,0.023,0.32899999999999996,0.387,0.968
RF,Xception,InceptionV3,128,50,0.763,0.7829999999999999,0.763,0.7659999999999999,0.632,0.597,0.632,0.614,0.975,0.973,0.025,0.368,0.40299999999999997,0.968
RF,ResNet101V2,DenseNet201,128,500,0.759,0.7829999999999999,0.759,0.763,0.6559999999999999,0.642,0.6559999999999999,0.649,0.975,0.972,0.025,0.344,0.358,0.968
RF,ResNet152V2,DenseNet201,128,500,0.759,0.7859999999999999,0.759,0.763,0.632,0.674,0.632,0.652,0.9740000000000001,0.972,0.026000000000000002,0.368,0.326,0.968
RF,Xception,DenseNet169,128,500,0.759,0.779,0.759,0.762,0.6409999999999999,0.642,0.6409999999999999,0.6409999999999999,0.9740000000000001,0.972,0.026000000000000002,0.359,0.358,0.968
RF,ResNet50V2,ResNet152V2,128,500,0.758,0.79,0.758,0.764,0.635,0.648,0.635,0.6409999999999999,0.9740000000000001,0.972,0.026000000000000002,0.365,0.35200000000000004,0.968
RF,ResNet101V2,MobileNet,128,500,0.757,0.7859999999999999,0.757,0.764,0.652,0.626,0.652,0.639,0.975,0.972,0.025,0.348,0.374,0.968
RF,InceptionV3,MobileNetV2,128,500,0.7559999999999999,0.775,0.7559999999999999,0.7559999999999999,0.606,0.649,0.606,0.627,0.973,0.972,0.027000000000000003,0.39399999999999996,0.35100000000000003,0.968
RF,ResNet101V2,ResNet152V2,128,500,0.754,0.779,0.754,0.757,0.597,0.639,0.597,0.617,0.9740000000000001,0.972,0.026000000000000002,0.40299999999999997,0.361,0.9670000000000001
RF,Xception,DenseNet201,128,500,0.752,0.785,0.752,0.76,0.6409999999999999,0.6409999999999999,0.6409999999999999,0.6409999999999999,0.9740000000000001,0.971,0.026000000000000002,0.359,0.359,0.9670000000000001
RF,InceptionV3,DenseNet201,128,500,0.7509999999999999,0.769,0.7509999999999999,0.752,0.61,0.6459999999999999,0.61,0.627,0.972,0.971,0.027999999999999997,0.39,0.354,0.9670000000000001
RF,ResNet152V2,InceptionV3,128,500,0.7509999999999999,0.775,0.7509999999999999,0.7509999999999999,0.575,0.662,0.575,0.615,0.972,0.972,0.027999999999999997,0.425,0.33799999999999997,0.9670000000000001
RF,InceptionV3,DenseNet169,128,500,0.75,0.7709999999999999,0.75,0.752,0.619,0.633,0.619,0.626,0.973,0.971,0.027000000000000003,0.381,0.36700000000000005,0.9670000000000001
RF,Xception,DenseNet121,128,500,0.747,0.774,0.747,0.752,0.628,0.634,0.628,0.631,0.973,0.971,0.027000000000000003,0.37200000000000005,0.366,0.966
RF,InceptionV3,DenseNet121,128,500,0.746,0.7609999999999999,0.746,0.745,0.588,0.65,0.588,0.617,0.971,0.97,0.028999999999999998,0.41200000000000003,0.35,0.966
RF,ResNet50V2,ResNet101V2,128,500,0.743,0.772,0.743,0.748,0.632,0.633,0.632,0.632,0.973,0.97,0.027000000000000003,0.368,0.36700000000000005,0.966
RF,ResNet50V2,InceptionV3,128,500,0.74,0.7709999999999999,0.74,0.746,0.601,0.618,0.601,0.609,0.973,0.97,0.027000000000000003,0.39899999999999997,0.382,0.965
RF,ResNet101V2,InceptionV3,128,500,0.73,0.762,0.73,0.736,0.588,0.648,0.588,0.617,0.971,0.9690000000000001,0.028999999999999998,0.41200000000000003,0.35200000000000004,0.9640000000000001
RF,Xception,InceptionV3,128,500,0.7240000000000001,0.742,0.7240000000000001,0.725,0.5529999999999999,0.5870000000000001,0.5529999999999999,0.569,0.9690000000000001,0.968,0.031,0.447,0.413,0.963
